"species","lon","lat"
"Lutra lutra",-5.87,42.82
"Lutra lutra",-1.69,38.17
"Lutra lutra",-5.97,43.18
"Lutra lutra",-1.09,39.33
"Lutra lutra",-2.12,39.79
"Lutra lutra",-1.68,38.53
"Lutra lutra",-5.63,42.92
"Lutra lutra",-1.54,39.7
"Lutra lutra",-1.8,38.35
"Lutra lutra",-5.42,40.49
"Lutra lutra",-5.67,40.94
"Lutra lutra",-1.46,38.16
"Lutra lutra",-5.98,42.46
"Lutra lutra",-1.78,39.7
"Lutra lutra",-5.54,40.49
"Lutra lutra",-5.88,42.91
"Lutra lutra",-1.69,38.26
"Lutra lutra",-5.92,41.11
"Lutra lutra",-5.75,42.73
"Lutra lutra",-5.97,43.26
"Lutra lutra",-0.39,42.38
"Lutra lutra",-1.43,39.33
"Lutra lutra",-5.77,43.27
"Lutra lutra",-1.32,39.33
"Lutra lutra",-0.96,39.69
"Lutra lutra",-1.89,39.79
"Lutra lutra",-5.64,43.01
"Lutra lutra",-1.8,38.44
"Lutra lutra",-1.57,38.25
"Lutra lutra",-5.42,40.58
"Lutra lutra",-1.46,38.25
"Lutra lutra",-1.66,39.61
"Lutra lutra",-5.48,42.11
"Lutra lutra",-5.98,42.55
"Lutra lutra",-5.54,40.58
"Lutra lutra",-5.5,42.56
"Lutra lutra",-0.17,41.83
"Lutra lutra",-5.93,41.47
"Lutra lutra",-5.88,43
"Lutra lutra",-5.75,42.82
"Lutra lutra",-5.86,42.46
"Lutra lutra",-0.01,40.01
"Lutra lutra",-1.43,39.42
"Lutra lutra",-5.64,43.1
"Lutra lutra",-0.29,41.84
"Lutra lutra",-1.2,39.24
"Lutra lutra",-1.77,39.79
"Lutra lutra",-1.89,39.88
"Lutra lutra",-5.62,42.47
"Lutra lutra",-5.48,42.2
"Lutra lutra",-5.52,43.1
"Lutra lutra",-5.99,42.64
"Lutra lutra",-1.66,39.7
"Lutra lutra",-1.34,38.16
"Lutra lutra",-5.97,40.02
"Lutra lutra",-5.4,40.04
"Lutra lutra",-0.17,41.92
"Lutra lutra",-5.5,42.65
"Lutra lutra",-5.79,40.93
"Lutra lutra",-5.86,42.55
"Lutra lutra",-5.76,42.91
"Lutra lutra",-5.89,43.09
"Lutra lutra",-1.2,39.33
"Lutra lutra",-0.01,41.1
"Lutra lutra",-1.77,39.88
"Lutra lutra",-5.65,43.19
"Lutra lutra",-1.43,39.69
"Lutra lutra",-0.27,42.19
"Lutra lutra",-5.62,42.56
"Lutra lutra",-5.97,41.12
"Lutra lutra",-1.55,39.43
"Lutra lutra",-1.12,38.07
"Lutra lutra",-5.99,42.73
"Lutra lutra",-0.05,41.83
"Lutra lutra",-5.52,43.19
"Lutra lutra",-5.49,42.29
"Lutra lutra",-5.41,40.13
"Lutra lutra",-0.16,42.01
"Lutra lutra",-5.8,41.02
"Lutra lutra",-5.5,42.74
"Lutra lutra",-5.87,42.64
"Lutra lutra",-5.89,43.18
"Lutra lutra",-5.76,43
"Lutra lutra",-1.2,39.42
"Lutra lutra",-5.78,43.36
"Lutra lutra",-0.27,42.28
"Lutra lutra",-1.66,39.79
"Lutra lutra",-5.65,43.28
"Lutra lutra",-0.51,42.38
"Lutra lutra",-5.62,42.65
"Lutra lutra",-5.41,40.22
"Lutra lutra",-0.05,41.92
"Lutra lutra",-5.99,41.46
"Lutra lutra",-5.98,43.45
"Lutra lutra",-5.53,43.28
"Lutra lutra",-5.49,42.38
"Lutra lutra",-6,42.82
"Lutra lutra",-0.16,42.1
"Lutra lutra",-5.81,41.38
"Lutra lutra",-0.02,40.74
"Lutra lutra",-5.9,43.27
"Lutra lutra",-5.66,43.46
"Lutra lutra",-5.87,42.73
"Lutra lutra",-5.76,43.09
"Lutra lutra",-5.78,43.45
"Lutra lutra",-0.17,41.74
"Lutra lutra",-1.09,39.06
"Lutra lutra",-0.15,42.19
"Lutra lutra",-5.79,43.63
"Lutra lutra",-5.53,43.37
"Lutra lutra",-4.59,40.23
"Lutra lutra",-5.63,42.74
"Lutra lutra",-5.97,42.9
"Lutra lutra",-5.98,43.54
"Lutra lutra",-5.51,42.83
"Lutra lutra",-4.7,40.05
"Lutra lutra",-0.4,42.2
"Lutra lutra",-5.98,43.36
"Lutra lutra",-5.49,42.47
"Lutra lutra",-5.81,41.47
"Lutra lutra",-0.02,40.83
"Lutra lutra",-5.79,43.54
"Lutra lutra",-5.9,43.45
"Lutra lutra",-5.65,43.37
"Lutra lutra",-5.74,42.46
"Lutra lutra",-4.83,40.59
"Lutra lutra",-4.59,40.41
"Lutra lutra",-5.77,43.18
"Lutra lutra",-4.95,40.5
"Lutra lutra",-4.47,40.06
"Lutra lutra",-4.94,40.14
"Lutra lutra",-5.63,42.83
"Lutra lutra",-0.15,42.37
"Lutra lutra",-4.59,40.32
"Lutra lutra",-5.97,42.99
"Lutra lutra",-5.9,43.36
"Lutra lutra",-5.51,42.92
"Lutra lutra",-4.73,41.22
"Lutra lutra",-4.82,40.32
"Lutra lutra",-4.47,40.33
"Lutra lutra",-4.94,40.23
"Lutra lutra",-0.39,42.29
"Lutra lutra",-4.93,40.05
"Lutra lutra",-0.02,40.93
"Lutra lutra",-4.36,40.51
"Lutra lutra",-4.24,40.33
"Lutra lutra",-4.59,40.5
"Lutra lutra",-4.83,40.5
"Lutra lutra",-4.72,40.86
"Lutra lutra",-5.91,43.54
"Lutra lutra",-4.95,40.59
"Lutra lutra",-4.94,40.32
"Lutra lutra",-4.35,40.33
"Lutra lutra",-5.22,41.49
"Lutra lutra",-4.48,40.51
"Lutra lutra",-4.47,40.15
"Lutra lutra",-4.35,40.15
"Lutra lutra",-4.73,41.31
"Lutra lutra",-4.82,40.14
"Lutra lutra",-4.83,40.41
"Lutra lutra",-4.49,40.96
"Lutra lutra",-5.52,43.01
"Lutra lutra",-4.72,40.68
"Lutra lutra",-4.47,40.42
"Lutra lutra",-5.34,41.48
"Lutra lutra",-4.82,40.23
"Lutra lutra",-4.71,40.41
"Lutra lutra",-4.23,40.24
"Lutra lutra",-4.72,40.95
"Lutra lutra",-4.24,40.42
"Lutra lutra",-4.61,41.05
"Lutra lutra",-5.1,41.49
"Lutra lutra",-4.7,40.23
"Lutra lutra",-5.33,41.3
"Lutra lutra",-5.08,40.95
"Lutra lutra",-4.36,40.42
"Lutra lutra",-5.31,40.85
"Lutra lutra",-4.51,41.95
"Lutra lutra",-4.48,40.6
"Lutra lutra",-4.62,41.41
"Lutra lutra",-4.73,41.04
"Lutra lutra",-4.35,40.24
"Lutra lutra",-4.24,40.51
"Lutra lutra",-4.71,40.59
"Lutra lutra",-4.38,41.59
"Lutra lutra",-4.61,41.32
"Lutra lutra",-4.72,40.77
"Lutra lutra",-4.6,40.78
"Lutra lutra",-5.21,41.22
"Lutra lutra",-4.5,41.41
"Lutra lutra",-4.94,40.41
"Lutra lutra",-4.73,41.4
"Lutra lutra",-4.74,41.76
"Lutra lutra",-4.49,41.14
"Lutra lutra",-4.71,40.5
"Lutra lutra",-4.99,41.94
"Lutra lutra",-4.71,40.32
"Lutra lutra",-4.86,41.49
"Lutra lutra",-4.74,41.67
"Lutra lutra",-4.51,42.04
"Lutra lutra",-5.33,41.39
"Lutra lutra",-5.32,40.94
"Lutra lutra",-5.13,42.39
"Lutra lutra",-4.35,40.06
"Lutra lutra",-4.24,40.6
"Lutra lutra",-4.73,41.13
"Lutra lutra",-4.74,41.58
"Lutra lutra",-5.12,42.3
"Lutra lutra",-4.38,41.68
"Lutra lutra",-4.58,40.05
"Lutra lutra",-4.75,42.03
"Lutra lutra",-5,42.3
"Lutra lutra",-4.5,41.77
"Lutra lutra",-5.12,42.12
"Lutra lutra",-4.74,41.49
"Lutra lutra",-4.48,40.87
"Lutra lutra",-4.26,41.68
"Lutra lutra",-5.28,43.2
"Lutra lutra",-4.6,40.87
"Lutra lutra",-4.4,42.4
"Lutra lutra",-5.4,43.28
"Lutra lutra",-4.6,40.96
"Lutra lutra",-4.29,43.21
"Lutra lutra",-4.49,41.23
"Lutra lutra",-5.26,42.84
"Lutra lutra",-4.5,41.59
"Lutra lutra",-4.64,42.31
"Lutra lutra",-5.39,43.01
"Lutra lutra",-5.38,42.74
"Lutra lutra",-4.62,41.59
"Lutra lutra",-5.26,42.66
"Lutra lutra",-4.29,43.3
"Lutra lutra",-5.12,42.21
"Lutra lutra",-5.27,43.02
"Lutra lutra",-4.86,41.58
"Lutra lutra",-4.27,41.95
"Lutra lutra",-4.49,41.05
"Lutra lutra",-5,42.39
"Lutra lutra",-4.51,41.86
"Lutra lutra",-4.26,41.77
"Lutra lutra",-4.63,41.86
"Lutra lutra",-4.26,41.59
"Lutra lutra",-4.62,41.68
"Lutra lutra",-5.28,43.29
"Lutra lutra",-4.49,41.32
"Lutra lutra",-5.25,42.57
"Lutra lutra",-4.63,42.13
"Lutra lutra",-4.38,41.77
"Lutra lutra",-4.12,40.51
"Lutra lutra",-5.27,42.93
"Lutra lutra",-5.4,43.1
"Lutra lutra",-4.64,42.4
"Lutra lutra",-4.5,41.68
"Lutra lutra",-5.39,42.83
"Lutra lutra",-5.14,42.93
"Lutra lutra",-5.26,42.75
"Lutra lutra",-4.51,42.13
"Lutra lutra",-5.27,43.11
"Lutra lutra",-3.41,40.06
"Lutra lutra",-5.38,42.56
"Lutra lutra",-4.63,42.04
"Lutra lutra",-4.29,43.03
"Lutra lutra",-4.27,42.13
"Lutra lutra",-4.27,42.04
"Lutra lutra",-4.27,41.86
"Lutra lutra",-4.28,42.4
"Lutra lutra",-5.41,43.55
"Lutra lutra",-5.16,43.38
"Lutra lutra",-4.62,41.77
"Lutra lutra",-4.39,42.22
"Lutra lutra",-4.64,42.22
"Lutra lutra",-3.06,40.43
"Lutra lutra",-5.4,43.19
"Lutra lutra",-5.28,43.38
"Lutra lutra",-5.14,42.66
"Lutra lutra",-4.39,41.95
"Lutra lutra",-5.39,42.92
"Lutra lutra",-5.15,43.02
"Lutra lutra",-5.29,43.47
"Lutra lutra",-5.04,43.38
"Lutra lutra",-3.53,40.33
"Lutra lutra",-4.51,42.22
"Lutra lutra",-4.14,41.32
"Lutra lutra",-4.91,43.38
"Lutra lutra",-4.12,40.42
"Lutra lutra",-5.14,42.75
"Lutra lutra",-5.37,42.47
"Lutra lutra",-5.13,42.48
"Lutra lutra",-5.38,42.65
"Lutra lutra",-4.39,42.04
"Lutra lutra",-3.64,40.06
"Lutra lutra",-5.14,42.84
"Lutra lutra",-4.27,42.22
"Lutra lutra",-3.18,40.07
"Lutra lutra",-3.53,40.06
"Lutra lutra",-3.53,40.6
"Lutra lutra",-4,40.33
"Lutra lutra",-3.89,41.14
"Lutra lutra",-4.4,42.31
"Lutra lutra",-5.41,43.37
"Lutra lutra",-3.41,40.15
"Lutra lutra",-4.67,43.39
"Lutra lutra",-4.29,43.12
"Lutra lutra",-4.13,40.96
"Lutra lutra",-3.89,41.23
"Lutra lutra",-3.18,40.43
"Lutra lutra",-3.06,40.25
"Lutra lutra",-4.13,41.14
"Lutra lutra",-3.18,40.61
"Lutra lutra",-3.53,40.42
"Lutra lutra",-4.42,43.39
"Lutra lutra",-3.29,40.34
"Lutra lutra",-4.01,40.69
"Lutra lutra",-3.53,40.15
"Lutra lutra",-5.16,43.47
"Lutra lutra",-3.18,40.16
"Lutra lutra",-5.13,42.57
"Lutra lutra",-5.41,43.46
"Lutra lutra",-4.12,40.33
"Lutra lutra",-4.27,42.31
"Lutra lutra",-4.14,41.5
"Lutra lutra",-4.79,43.38
"Lutra lutra",-3.66,41.78
"Lutra lutra",-3.89,40.96
"Lutra lutra",-4.13,40.87
"Lutra lutra",-3.18,40.34
"Lutra lutra",-4.13,41.23
"Lutra lutra",-3.9,41.68
"Lutra lutra",-4.01,40.87
"Lutra lutra",-4.02,41.5
"Lutra lutra",-3.06,40.16
"Lutra lutra",-3.53,40.97
"Lutra lutra",-3.29,40.07
"Lutra lutra",-3.06,40.34
"Lutra lutra",-3.53,40.24
"Lutra lutra",-3.65,40.15
"Lutra lutra",-4.54,43.39
"Lutra lutra",-3.54,41.06
"Lutra lutra",-4.02,41.41
"Lutra lutra",-3.41,40.24
"Lutra lutra",-3.91,42.04
"Lutra lutra",-4.02,41.68
"Lutra lutra",-4.03,42.22
"Lutra lutra",-4.3,43.39
"Lutra lutra",-3.66,41.59
"Lutra lutra",-3.18,42.23
"Lutra lutra",-3.18,40.25
"Lutra lutra",-3.29,40.25
"Lutra lutra",-4.01,41.05
"Lutra lutra",-4.15,42.4
"Lutra lutra",-3.54,41.15
"Lutra lutra",-3.9,41.86
"Lutra lutra",-4.13,41.05
"Lutra lutra",-3.79,42.31
"Lutra lutra",-3.9,41.77
"Lutra lutra",-3.78,41.68
"Lutra lutra",-4.03,42.04
"Lutra lutra",-3.67,42.95
"Lutra lutra",-4.01,41.23
"Lutra lutra",-3.06,41.96
"Lutra lutra",-4.03,42.31
"Lutra lutra",-3.89,40.78
"Lutra lutra",-3.66,41.69
"Lutra lutra",-3.91,42.13
"Lutra lutra",-4.13,40.78
"Lutra lutra",-4.15,42.22
"Lutra lutra",-3.18,42.32
"Lutra lutra",-4.02,41.59
"Lutra lutra",-3.92,42.67
"Lutra lutra",-3.89,40.87
"Lutra lutra",-4.02,41.77
"Lutra lutra",-3.91,42.49
"Lutra lutra",-3.06,40.52
"Lutra lutra",-3.06,40.61
"Lutra lutra",-3.18,40.52
"Lutra lutra",-4.15,42.04
"Lutra lutra",-3.9,41.95
"Lutra lutra",-4.03,42.4
"Lutra lutra",-4.05,43.21
"Lutra lutra",-4.03,42.13
"Lutra lutra",-3.8,42.86
"Lutra lutra",-3.8,43.22
"Lutra lutra",-4.05,43.39
"Lutra lutra",-3.06,41.6
"Lutra lutra",-3.79,42.67
"Lutra lutra",-3.78,41.77
"Lutra lutra",-3.8,43.04
"Lutra lutra",-4.15,42.31
"Lutra lutra",-3.79,42.13
"Lutra lutra",-3.79,42.4
"Lutra lutra",-3.8,43.31
"Lutra lutra",-3.91,42.22
"Lutra lutra",-4.15,42.13
"Lutra lutra",-3.67,42.77
"Lutra lutra",-3.18,42.41
"Lutra lutra",-3.06,41.78
"Lutra lutra",-4.02,41.86
"Lutra lutra",-3.91,42.4
"Lutra lutra",-3.92,42.76
"Lutra lutra",-3.79,42.58
"Lutra lutra",-3.91,42.58
"Lutra lutra",-3.43,42.86
"Lutra lutra",-3.55,42.95
"Lutra lutra",-3.78,41.86
"Lutra lutra",-3.67,42.68
"Lutra lutra",-3.9,41.59
"Lutra lutra",-3.93,43.39
"Lutra lutra",-3.31,42.95
"Lutra lutra",-3.92,43.12
"Lutra lutra",-2.59,40.06
"Lutra lutra",-3.92,42.85
"Lutra lutra",-3.92,42.94
"Lutra lutra",-3.92,43.21
"Lutra lutra",-3.43,42.5
"Lutra lutra",-3.91,42.31
"Lutra lutra",-3.06,41.69
"Lutra lutra",-3.79,42.22
"Lutra lutra",-4.05,43.3
"Lutra lutra",-3.67,42.86
"Lutra lutra",-3.06,42.5
"Lutra lutra",-3.78,41.59
"Lutra lutra",-3.06,41.87
"Lutra lutra",-2.11,40.6
"Lutra lutra",-3.55,42.86
"Lutra lutra",-3.31,42.77
"Lutra lutra",-3.43,42.95
"Lutra lutra",-3.67,42.59
"Lutra lutra",-3.67,42.5
"Lutra lutra",-3.43,42.68
"Lutra lutra",-3.79,42.04
"Lutra lutra",-3.92,43.3
"Lutra lutra",-3.31,43.04
"Lutra lutra",-2.59,40.15
"Lutra lutra",-3.92,43.03
"Lutra lutra",-3.43,42.59
"Lutra lutra",-3.55,42.59
"Lutra lutra",-3.06,42.68
"Lutra lutra",-3.3,42.5
"Lutra lutra",-3.55,42.5
"Lutra lutra",-3.06,42.77
"Lutra lutra",-3.8,42.95
"Lutra lutra",-3.43,42.77
"Lutra lutra",-3.79,42.49
"Lutra lutra",-3.68,43.04
"Lutra lutra",-3.79,42.76
"Lutra lutra",-2.82,40.34
"Lutra lutra",-3.55,42.68
"Lutra lutra",-2.12,40.15
"Lutra lutra",-3.31,42.86
"Lutra lutra",-3.8,43.13
"Lutra lutra",-3.18,42.77
"Lutra lutra",-3.68,43.4
"Lutra lutra",-2,40.15
"Lutra lutra",-3.3,42.59
"Lutra lutra",-2.59,40.52
"Lutra lutra",-3.68,43.31
"Lutra lutra",-2.23,40.6
"Lutra lutra",-3.55,42.77
"Lutra lutra",-3.06,42.86
"Lutra lutra",-2.59,40.61
"Lutra lutra",-3.55,43.04
"Lutra lutra",-2.23,40.33
"Lutra lutra",-2.36,40.06
"Lutra lutra",-2.71,40.07
"Lutra lutra",-2.35,40.6
"Lutra lutra",-3.18,42.86
"Lutra lutra",-3.18,42.5
"Lutra lutra",-2.12,40.24
"Lutra lutra",-2.94,40.52
"Lutra lutra",-3.31,42.68
"Lutra lutra",-2.12,40.42
"Lutra lutra",-2.47,40.42
"Lutra lutra",-2.12,40.06
"Lutra lutra",-4.17,43.39
"Lutra lutra",-2.23,40.42
"Lutra lutra",-2.35,40.42
"Lutra lutra",-2.47,40.06
"Lutra lutra",-3.18,42.59
"Lutra lutra",-2.24,40.06
"Lutra lutra",-2.12,40.33
"Lutra lutra",-2.94,40.61
"Lutra lutra",-2.71,40.43
"Lutra lutra",-1.85,42.31
"Lutra lutra",-2.47,40.51
"Lutra lutra",-2.11,40.51
"Lutra lutra",-2.23,40.51
"Lutra lutra",-2.35,40.51
"Lutra lutra",-2.47,40.15
"Lutra lutra",-0.76,42.21
"Lutra lutra",-1.85,42.22
"Lutra lutra",-2.57,42.95
"Lutra lutra",-1.38,41.5
"Lutra lutra",-0.22,40.66
"Lutra lutra",-2.33,42.68
"Lutra lutra",-1.27,41.13
"Lutra lutra",-2.21,42.67
"Lutra lutra",-0.76,42.12
"Lutra lutra",-1.97,42.4
"Lutra lutra",-1.96,42.67
"Lutra lutra",-0.22,40.57
"Lutra lutra",-0.99,42.66
"Lutra lutra",-2.33,42.95
"Lutra lutra",-0.86,42.75
"Lutra lutra",-2.57,42.86
"Lutra lutra",-2.57,43.04
"Lutra lutra",-2.45,42.5
"Lutra lutra",-0.22,40.75
"Lutra lutra",-0.62,42.74
"Lutra lutra",-0.32,41.12
"Lutra lutra",-0.62,42.56
"Lutra lutra",-0.21,40.84
"Lutra lutra",-2.57,42.41
"Lutra lutra",-1.28,40.86
"Lutra lutra",-0.11,40.57
"Lutra lutra",-1.28,40.68
"Lutra lutra",-1.97,42.49
"Lutra lutra",-1.96,42.58
"Lutra lutra",-0.19,41.29
"Lutra lutra",-0.76,42.3
"Lutra lutra",-2.45,42.86
"Lutra lutra",-2.57,42.68
"Lutra lutra",-1.84,42.49
"Lutra lutra",-0.99,42.57
"Lutra lutra",-0.31,41.3
"Lutra lutra",-1.27,41.04
"Lutra lutra",-0.87,42.57
"Lutra lutra",0.57,40.85
"Lutra lutra",-0.98,42.75
"Lutra lutra",-2.33,42.5
"Lutra lutra",-2.45,42.68
"Lutra lutra",-0.6,40.04
"Lutra lutra",-0.62,42.65
"Lutra lutra",-2.08,42.67
"Lutra lutra",-0.21,40.93
"Lutra lutra",-0.75,42.57
"Lutra lutra",-1.28,40.77
"Lutra lutra",-0.74,42.84
"Lutra lutra",-0.55,41.3
"Lutra lutra",0.31,41.39
"Lutra lutra",-0.48,40.04
"Lutra lutra",-0.33,40.85
"Lutra lutra",-0.1,40.66
"Lutra lutra",-2.21,42.49
"Lutra lutra",-0.02,40.65
"Lutra lutra",-0.98,42.84
"Lutra lutra",-1.28,40.95
"Lutra lutra",-0.35,40.49
"Lutra lutra",0.41,41.84
"Lutra lutra",0.56,40.94
"Lutra lutra",-0.74,42.66
"Lutra lutra",-0.45,40.85
"Lutra lutra",-0.09,40.84
"Lutra lutra",0.39,42.38
"Lutra lutra",-0.2,41.02
"Lutra lutra",-0.02,40.57
"Lutra lutra",-0.86,42.66
"Lutra lutra",0.19,41.29
"Lutra lutra",-0.98,42.93
"Lutra lutra",0.08,41.11
"Lutra lutra",-0.34,40.67
"Lutra lutra",0.15,42.19
"Lutra lutra",-0.87,42.48
"Lutra lutra",-0.63,42.47
"Lutra lutra",-0.33,40.94
"Lutra lutra",-0.1,40.75
"Lutra lutra",-0.46,40.67
"Lutra lutra",0.31,41.48
"Lutra lutra",-0.47,40.31
"Lutra lutra",-0.02,40.83
"Lutra lutra",-0.01,40.02
"Lutra lutra",-0.59,40.13
"Lutra lutra",0.4,42.11
"Lutra lutra",-0.34,40.58
"Lutra lutra",-0.74,42.75
"Lutra lutra",0.56,41.03
"Lutra lutra",-0.09,40.93
"Lutra lutra",-0.57,40.67
"Lutra lutra",0.2,41.02
"Lutra lutra",-0.43,41.3
"Lutra lutra",0.54,41.57
"Lutra lutra",-0.09,41.02
"Lutra lutra",0.33,40.85
"Lutra lutra",-0.2,41.2
"Lutra lutra",0.08,41.2
"Lutra lutra",0.22,40.75
"Lutra lutra",-0.33,40.76
"Lutra lutra",0.15,42.28
"Lutra lutra",0.1,40.75
"Lutra lutra",0.44,41.03
"Lutra lutra",0.86,42.75
"Lutra lutra",0.05,41.92
"Lutra lutra",0.32,41.03
"Lutra lutra",0.45,40.94
"Lutra lutra",-0.01,40.93
"Lutra lutra",-0.01,41.1
"Lutra lutra",-0.58,40.58
"Lutra lutra",0.4,42.2
"Lutra lutra",0.74,42.84
"Lutra lutra",0.03,42.19
"Lutra lutra",1.73,42.04
"Lutra lutra",0.56,41.12
"Lutra lutra",1.25,41.94
"Lutra lutra",0.2,41.11
"Lutra lutra",0.18,41.56
"Lutra lutra",-0.08,41.11
"Lutra lutra",0.17,41.83
"Lutra lutra",0.33,40.94
"Lutra lutra",1.11,42.66
"Lutra lutra",0,41.2
"Lutra lutra",0.22,40.66
"Lutra lutra",0.28,42.11
"Lutra lutra",0.04,42.01
"Lutra lutra",0.15,42.37
"Lutra lutra",0.87,42.48
"Lutra lutra",0.21,40.84
"Lutra lutra",0.62,42.65
"Lutra lutra",0.32,41.21
"Lutra lutra",0.99,42.48
"Lutra lutra",0.39,42.29
"Lutra lutra",0.44,41.21
"Lutra lutra",0.09,40.84
"Lutra lutra",0.03,42.28
"Lutra lutra",0.18,41.65
"Lutra lutra",0.2,41.2
"Lutra lutra",1.73,42.31
"Lutra lutra",1.73,41.95
"Lutra lutra",0.55,41.21
"Lutra lutra",-0.08,41.2
"Lutra lutra",0.87,42.57
"Lutra lutra",1.11,42.75
"Lutra lutra",0.17,41.92
"Lutra lutra",0.27,42.19
"Lutra lutra",0.09,40.93
"Lutra lutra",0.31,41.3
"Lutra lutra",0.3,41.57
"Lutra lutra",0.42,41.48
"Lutra lutra",0.02,42.37
"Lutra lutra",0.21,40.93
"Lutra lutra",0.04,42.1
"Lutra lutra",0.17,41.74
"Lutra lutra",0.54,41.48
"Lutra lutra",1.72,42.4
"Lutra lutra",1.23,42.57
"Lutra lutra",0.99,42.66
"Lutra lutra",0.75,42.48
"Lutra lutra",0.98,42.75
"Lutra lutra",0.86,42.66
"Lutra lutra",0.16,42.01
"Lutra lutra",0.27,42.28
"Lutra lutra",0.09,41.02
"Lutra lutra",1.24,42.48
"Lutra lutra",0.75,42.57
"Lutra lutra",1.23,42.66
"Lutra lutra",1.11,42.48
"Lutra lutra",0.63,42.47
"Lutra lutra",0.16,42.1
"Lutra lutra",0.27,42.37
"Lutra lutra",1.11,42.57
"Lutra lutra",0.74,42.75
"Lutra lutra",2.7,41.96
"Lutra lutra",2.94,42.23
"Lutra lutra",2.7,42.05
"Lutra lutra",2.58,42.23
"Lutra lutra",2.94,41.78
"Lutra lutra",2.58,42.14
"Lutra lutra",2.82,41.96
"Lutra lutra",2.7,41.78
"Lutra lutra",2.58,42.32
"Lutra lutra",2.7,42.14
"Lutra lutra",2.7,41.69
"Lutra lutra",2.7,42.32
"Lutra lutra",2.82,42.14
"Lutra lutra",2.94,42.05
"Lutra lutra",2.82,42.05
"Lutra lutra",2.82,42.32
"Lutra lutra",2.7,42.41
"Lutra lutra",2.7,42.23
"Lutra lutra",2.82,42.23
"Lutra lutra",2.94,42.14
"Lutra lutra",2.82,42.41
